ano,sigla_uf,id_municipio,area_total,area_proprietario,area_arrendatario,area_parceiro,area_ocupante,area_lavoura_permanente,area_lavoura_temporaria,area_pastagem_natural,area_pastagem_plantada,area_pastagem,area_mata_natural,area_mata_plantada,area_sistema_agroflorestal,area_mata,area_nao_utilizada,quantidade_estabelecimentos,producao_cafe,area_cafe,quantidade_estabelecimentos_cafe,valor_total_producao_cafe,quantidade_bovinos_total,quantidade_bezerros,quantidade_bovinos_garrote,quantidade_bovinos_vaca,quantidade_bovinos_trabalho,quantidade_bovinos_touro,quantidade_estabelecimentos_energia_eletrica,despesa_total,despesa_adubos,despesa_sementes,despesa_arrendamentos,despesa_salarios,despesa_defensivos,despesa_cotas,areas_irrigacao,producao_leite,numero_estabelecimentos_total,numero_estabelecimentos_proprietario,numero_estabelecimentos_arrendatario,numero_estabelecimentos_parceiros,numero_estabelecimentos_ocupantes,numero_estabelecimentos_outros,numero_estabelecimentos_nenhuma,numero_estabelecimentos_cooperativas,numero_estabelecimentos_cooperativas_credito,numero_estabelecimentos_cooperativa_energia_eletrica,numero_estabelecimentos_cooperativa_energia_outras,quantidade_tratores,quantidade_maquina_colheita,quantidade_maquinas_plantio,quantidade_tratores_estabelecimentos_menor_10,quantidade_tratores_estabelecimentos_maior_10,pessoal_ocupado_total,pessoal_ocupado_parentesco_produtor,pessoal_14_mais_sem_parentesco,pessoal_14_mais_com_parentesco_produtor,pessoal_14_mais_empregadas,pessoal_14_mais_ocupado,valor_producao_total,valor_producao_total_animal,valor_total_producao_animal_grande,valor_total_producao_animal_medio,valor_total_producao_aves,valor_total_producao_vegetal,valor_total_producao_hortifruti,valor_total_producao_silvicultura,valor_total_producao_vegicultura,valor_total_producao_lavoura_temporaria,valor_total_producao_lavoura_permanente,producao_total_arroz,producao_total_feijao,producao_total_milho,producao_total_mandioca,producao_total_soja,producao_total_algodao,producao_total_cana,producao_total_trigo,area_arroz,area_feijao,area_milho,area_mandioca,area_soja,area_algodao,area_cana,area_trigo,numero_estabelecimentos_arroz,numero_estabelecimentos_feijao,numero_estabelecimentos_milho,numero_estabelecimentos_mandioca,numero_estabelecimentos_soja,numero_estabelecimentos_algodao,numero_estabelecimentos_cana,numero_estabelecimentos_trigo,valor_total_arroz,valor_total_feijao,valor_total_milho,valor_total_mandioca,valor_total_soja,valor_total_algodao,valor_total_cana,valor_total_trigo,valor_total,valor_total_terras,valor_total_cultura_permanente,valor_total_matas_plantadas,valor_total_predios_benfeitorias,valor_total_animais,valor_total_animais_transporte,valor_total_maquinas_transporte,proporcao_despesa_fertilizante,proporcao_despesa_defensivos,proporcao_despesa_sementes,proporcao_despesa_salarios
1985,AC,1200054,,,0,0,,,"513,5",105,1122,1227,"12902,5",0,"12902,5",286,0,,1,28,,1625,327,488,686,53,71,0,,0,,0,,,,0,"84,26",167,89,0,0,78,0,166,0,0,0,1,0,0,0,0,0,614,16,630,411,16,427,,,,,,,,0,,,,"165,36","53,49","217,9",264,0,0,"34,95",0,179,105,190,58,0,0,5,0,142,110,145,68,0,0,7,0,,,,,,,,,,,,0,,,,,0,,,,
1996,AC,1200054,19089,18519,0,0,570,,,,,"3317,5",,0,,,0,1,"0,53",2,,5454,1,,,,0,,0,0,0,428500,216,202,0,0,14,0,0,0,0,644,518,,,,,,,,0,,,,251,61,269,211,0,0,6,0,"272,16",,"283,01","14,046",0,0,107,0,165,111,153,71,0,0,8,0,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2006,AC,1200054,"82854,2",59139,0,0,23355,,,,,,,0,,,0,,8,7,,20362,3568,4044,6252,88,230,145,,0,,0,,,0,0,"314,615",568,408,1,2,158,0,561,0,0,0,0,0,0,0,1378,199,1577,1286,199,1485,,,,,,,,0,,,,"5736,89",,"3765,98",,0,0,"26,395",0,1936,749,1157,118,0,0,10,0,239,160,217,159,0,0,25,0,,,,,0,0,,0,,,,0,,,,,0,,,,,,
2017,AC,1200054,69947,69551,0,0,0,394,446,0,16190,16190,52737,0,0,52737,167,0,0,0,1,0,28169,360,4347,0,4,14,255,0,,0,126,523,501,0,12,4,6,221,4,0,0,1601,81,1682,1252,11,1263,9410,6134,5286,205,644,3275,153,0,95,2442,585,204,47,730,1175,0,0,0,0,160,90,417,64,0,0,0,0,202,143,270,117,0,0,6,0,191,98,709,1297,0,0,56,0,,,,,,,,,0,0,,,,,,,,,,,,,
1985,AC,1200104,,,2,10,,,,1898,,,,"82,5",,,3,,75,249,,50655,9043,25584,13607,1208,1213,8,,,,,,,,0,,2482,1850,1,1,630,0,2479,3,0,0,0,13,0,5,0,13,9850,684,10534,6885,654,7539,,,,,,,,,,,,,"897,742",,,0,0,"34,9",0,3369,1541,2590,363,0,0,4,0,1765,1269,1450,481,0,0,23,0,,,,,,,,,,,,0,,,,,,,,,
1996,AC,1200104,"303221,72",,"263,5",0,9780,,,,,,,118,,,0,5,"4,946",42,,60131,44,,,,0,,,,"0,7",1974046,1463,1437,1,0,25,0,13,1,0,4778,3981,,,,,,,,0,,,,2676,475,2283,2623,2,0,17,0,,,,"293,979","1,5",0,324,0,1173,787,984,306,1,0,6,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200104,"247133,41",,0,"470,5",,,,,,,,364,,,8,,14,10,,100080,16222,39603,28061,462,1178,727,,,,,,,0,,"790,905",1328,952,1,4,361,0,1267,0,0,0,0,21,0,0,3628,180,3808,2956,177,3133,,,,,,,,,,,,"4416,37",,,,0,0,"8,83",0,1646,800,1361,527,0,0,18,0,441,296,477,247,0,0,28,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200104,337267,325067,680,429,8482,785,3396,0,93365,93365,236998,0,712,236998,1853,99,0,0,2,0,142190,1631,42959,447,872,1638,3987,1472,,39,2119,2100,1877,5,6,138,74,1047,168,12,17,5975,2025,8000,5172,1986,7158,79841,58191,46597,5818,5749,21650,0,0,2138,14664,3692,413,332,4483,9040,0,0,93,0,351,584,1876,437,0,0,4,0,430,594,1301,664,0,0,12,0,399,1151,3723,9087,0,0,111,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200138,"180909,72",,0,0,11750,483,"1100,5",,,,,"2389,5",,,0,0,"0,03",2,,80600,74,,,,0,,,0,0,1483535,382,295,0,0,87,0,37,0,31,1857,1484,,,,,,,,0,,,,323,72,416,2733,0,0,52,0,"319,848",,"378,796","333,818",0,0,"5,2",0,132,145,204,198,0,0,28,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200138,"194334,84",,0,0,"1323,5",,,,,,,,,,8,3,0,3,,125965,24683,55349,35367,762,2148,477,,,,0,,,0,,"459,484",741,662,1,1,70,0,620,0,0,0,0,51,0,0,2254,175,2429,1739,174,1913,,,,,,,,0,,,,"98,827",,"939,679",,0,0,235,0,85,248,391,509,0,0,27,0,97,70,219,249,0,1,18,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200138,264480,236372,0,0,19175,949,1266,0,105971,105971,146372,0,0,146372,7232,46,0,0,2,0,148103,1141,56531,279,660,413,9621,1520,,254,817,1404,978,3,1,417,5,918,148,0,14,3853,826,4679,3314,746,4060,73939,65176,61724,295,3157,8763,1691,0,0,4631,1433,13,2,1385,3382,0,0,40,0,13,5,509,161,0,0,2,0,19,19,544,656,0,0,18,0,12,6,1110,3332,0,0,29,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200179,"131531,38",,0,0,,,"902,25",,,,,161,,"3360,25",0,38,"17,332",23,,35223,34,,0,,0,,,,0,923975,358,259,0,0,99,0,21,0,0,1459,1004,,,,,,,,0,,,,592,83,748,1132,0,0,0,0,"386,145",,"497,255","118,495",0,0,0,0,263,209,277,154,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2006,AC,1200179,"184329,86",,0,80,,,,,,,,"906,5",,,9,,7,28,,117320,31877,38088,34849,157,3339,859,,,,,,,0,,,1088,604,2,3,473,0,1072,0,0,0,0,65,0,0,2904,250,3154,2418,243,2661,,,,,,,,,,,,,,"10654,03",,0,0,"7,445",0,1921,1087,3697,1328,0,0,6,0,396,318,562,337,0,1,13,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200179,156800,136551,0,0,14365,856,3807,0,79695,79695,67548,335,0,67883,4245,39,0,0,1,0,119769,1167,42522,1049,438,2468,5853,1323,,81,2179,1289,1069,2,6,206,6,728,111,8,30,3489,491,3980,3213,460,3673,58169,44832,42971,168,1693,13337,794,0,264,10419,1860,140,25,4558,7565,0,0,0,0,111,44,1410,346,0,0,0,0,125,60,485,517,0,0,1,0,136,40,3398,5737,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AC,1200203,,,,372,,,,,,,,,,,1,,133,355,,12250,2610,4356,4606,151,527,11,,,,,,,,0,"396,31",6443,1453,3619,8,1363,0,6423,12,1,0,7,13,1,1,5,8,12618,389,13007,10770,384,11154,,,,,,,,,,,,"1459,8","422,298",,,0,0,,0,1083,721,1009,1045,0,0,35,0,1068,1263,1894,2049,0,0,125,0,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200203,,,,"18,5",,,,,,,,,,,2,6,"4,401",22,,14411,410,,,,,,,,8,766085,2283,1635,18,4,626,0,9,0,1,10391,6912,,,,,,,,0,,,,1783,224,1702,33555,0,0,316,0,,,,,0,0,"19,098",0,914,302,1003,1726,0,0,33,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200203,"70376,23",,,,,,,,,,,,,,4,0,0,2,0,28621,2973,12422,4286,374,821,1277,,,,,,,0,,"459,735",2416,1443,5,37,422,0,2407,0,0,0,0,11,0,0,7842,225,8067,6373,225,6598,,,,,,,,,,,,"535,281",,"619,568",,0,0,"69,239",0,294,119,366,1566,0,0,36,0,436,307,576,1234,0,0,48,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200203,132413,112102,0,0,18578,1848,5046,0,25321,25321,89938,0,5297,89938,4963,83,0,0,0,0,30072,2453,23471,690,202,202,3080,45,,142,457,3264,2152,7,20,878,207,2641,43,3,12,8703,718,9421,8014,673,8687,68176,17373,9919,257,7102,50803,3500,0,1757,42727,2820,185,63,970,39280,0,0,1226,0,148,113,514,1977,0,0,44,0,178,234,745,2405,0,0,166,0,192,189,928,37651,0,0,1409,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200252,,,300,,162,,,874,,,,317,,,0,33,"27,074",68,,44583,44,,0,,,,,,0,1650277,684,678,1,2,3,0,11,0,0,2785,2154,,,,,,,,,,,,970,168,778,1086,0,0,9,0,"830,49",,"657,8","68,256",0,0,131,0,489,375,454,185,0,0,2,0,,,,,0,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2006,AC,1200252,"151230,59",,0,184,,,,,,,,,,,6,,32,29,,73132,12678,30234,18805,415,938,417,,,,,,,0,,"961,835",942,904,2,5,14,0,882,0,0,0,0,12,0,0,2807,145,2952,2326,132,2458,,,,,,,,,,,,"1032,13",,,,0,0,"2,59",0,526,324,510,156,0,0,8,0,349,160,327,132,0,0,11,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200252,172858,172427,0,0,0,647,1665,0,64778,64778,105137,34,88,105171,509,50,0,0,0,0,91808,1243,25738,239,267,585,2721,945,,30,3268,1454,1431,2,3,0,18,654,76,0,15,3827,698,4525,3461,679,4140,50669,37563,34694,1054,1539,13106,0,0,2292,8983,1637,223,64,1724,6056,0,0,117,0,166,119,788,313,0,0,4,0,213,187,639,561,0,0,10,0,219,168,1568,6154,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AC,1200302,"1339690,15","697268,75",,,,,,,,,"1302500,5","487,5",1302988,,1,,11,112,,22566,4552,9109,7778,433,694,3,,,,,,,,0,"768,691",2045,434,79,596,936,0,2019,13,1,0,12,2,0,0,0,2,7622,576,8198,6142,571,6713,,,,,,,,,,,,"493,959","43,34",,,0,0,"210,6",0,424,82,1879,918,0,0,15,0,457,137,1548,1231,0,0,48,0,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200302,,,17076,0,,,,4938,,,,"425,5",,,0,2,"1,369",19,,29194,16,,,,,,,,0,874011,1706,589,28,0,1089,0,5,0,0,7097,5028,,,,,,,,0,,,,1140,158,3087,10438,0,0,226,0,"906,809",,,,0,112,"8,253",0,669,188,1403,1348,0,2,118,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200302,"235919,47",,0,"1063,5",,,,,,,,1983,,,2,0,0,1,0,51887,9343,13187,6750,626,1341,182,,0,,0,,,0,0,"2475,8",2346,1492,0,76,598,0,2285,0,0,0,0,0,0,0,8204,498,8702,6361,489,6850,,,,,,,,,,,,"731,535",,,,0,0,"10,974",0,612,108,2346,1566,0,0,35,0,513,146,1627,1361,0,1,48,0,,,,,0,0,,0,,,,,,,,,0,,,,,,
2017,AC,1200302,346175,311988,0,0,31010,1629,4493,0,77758,77758,248128,0,8357,248128,5653,7,6,2,3,54,89108,1087,20760,37,206,140,3421,44,,35,1681,2968,2290,4,2,610,62,1675,7,0,0,10649,1627,12276,9517,1458,10975,55846,22472,17530,1757,3139,33374,30,0,2280,27667,3397,94,15,6419,19865,0,3,155,0,75,30,2394,1021,0,2,10,0,122,33,1942,1976,0,13,49,0,119,33,6254,20143,0,3,271,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200328,35380,15713,30,100,19537,376,1226,"847,5","464,5",1312,"30809,5","412,5",31222,1244,0,0,0,0,0,1532,3,,0,,0,,0,0,0,52826,578,199,1,1,377,0,0,0,0,1736,1568,,,,,,,0,0,,,,31,7,386,2666,1,0,22,0,"43,4",,"476,482","315,364","0,55",0,373,0,30,29,529,524,2,0,11,0,,,,,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
2006,AC,1200328,"14933,7",,52,,869,,,"466,5",4282,"4748,5",,45,,189,0,0,0,0,0,6014,604,926,341,41,165,28,,0,0,0,,0,0,0,"31,05",602,414,3,6,43,0,559,0,0,0,0,0,0,0,3953,15,3968,2947,15,2962,,,,,,,,,,,,"27,47",,"579,154",,0,0,"6,64",0,19,2,297,300,0,0,5,0,14,5,261,270,0,1,10,0,,,,,0,0,,0,,,,,,,,,0,0,0,,,,
2017,AC,1200328,20682,17117,0,0,0,507,731,0,3644,3644,15542,0,0,15542,204,0,0,0,0,0,6458,53,1810,0,6,0,78,1,,,262,484,419,0,0,64,1,292,0,0,0,1823,18,1841,1779,0,1779,8397,1562,1137,40,385,6835,0,0,880,5703,252,15,8,623,3802,0,3,48,0,13,13,247,192,0,7,3,0,28,38,266,407,0,26,69,0,20,18,662,4665,0,5,66,0,,,,,,,,,0,,,,,,,,,,,,,,
1985,AC,1200336,,,,0,,,,,,,,200,,,1,,22,99,,1759,306,554,665,129,105,0,,,,,,,,0,"234,43",1093,422,378,0,293,0,1092,0,0,0,1,0,0,1,0,0,3390,7,3397,2403,5,2408,,,,,,,,,,,,"260,857","37,33","191,745",,0,0,"129,955",0,199,102,190,506,0,0,3,0,154,200,306,693,0,0,10,0,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200336,,,,0,"446,5",,,,,,,68,,,0,7,"3,746",11,,6088,126,,,,,,0,0,0,479930,838,742,21,0,75,0,0,1,6,2829,2179,,,,,,,,0,,,,178,231,248,9949,0,0,112,0,"182,409",,"234,473",,0,0,"2,359",0,165,342,249,684,0,0,12,0,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2006,AC,1200336,"21153,31",,0,,,,,,,,,0,,,4,0,0,0,0,10195,1766,2831,2357,186,261,296,,,0,0,,,0,"6,5","25,86",520,319,0,10,148,0,517,0,0,0,0,0,0,0,1448,150,1598,1283,150,1433,,,,,,,,0,,,,"73,678",,"35,29",,0,0,"4,45",0,26,59,21,541,0,0,0,0,23,19,29,299,0,0,4,0,,,,,0,0,,0,,,,,,,,,,,0,,,,
2017,AC,1200336,34151,27744,0,0,6036,226,1829,0,10716,10716,19854,0,170,19854,1356,37,0,0,0,0,12881,597,8194,296,117,25,1215,19,,32,152,1088,600,1,3,443,41,779,0,0,0,2831,829,3660,2706,805,3511,24119,7918,4454,882,2573,16201,569,0,154,15062,416,21,21,470,11954,0,0,180,0,20,42,237,616,0,0,7,0,22,113,292,909,0,0,17,0,27,75,460,14054,0,0,154,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AC,1200344,,,,50,,,,,,,,0,,,1,,3,31,,2133,502,789,606,116,120,0,,,,0,,,0,0,"140,2",735,10,4,3,718,0,733,2,0,0,0,0,0,0,0,0,2446,16,2462,1667,15,1682,,,,,,,,,,,,"245,205","94,812","377,108","896,161",0,0,"1,3",0,232,168,259,169,0,0,0,0,384,257,401,374,0,0,4,0,,,,,,,,,,,,0,,,,,,,,,
1996,AC,1200344,26056,"19435,5",0,100,"6520,5",,,561,2220,2781,"18647,5",749,"19396,5",,0,1,591,16,,5462,5,,,,,,,,0,252613,396,306,0,2,88,0,0,0,0,1013,905,,,,,,,,0,,,,381,52,298,3024,1,0,416,0,"309,6",,"302,9","290,256",678,0,"38,437",0,303,115,318,304,3,0,57,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200344,"71121,7","46374,5",2579,,21077,,,,,,,52,,,0,,13,10,,23698,4588,6110,6642,290,764,67,,0,,0,,,0,0,"159,84",533,229,19,6,278,0,499,0,0,0,0,0,0,0,1859,303,2162,1513,303,1816,,,,,,,,,,,,"365,795",,"585,235",,0,0,"13,815",0,317,149,471,293,0,0,7,0,184,118,295,241,0,0,22,0,,,,,0,0,,0,,,,0,,,,,0,,,,,,
2017,AC,1200344,86082,66837,0,0,18534,893,876,0,22874,22874,59261,11,0,59272,424,5,0,0,0,0,27716,324,6590,10,45,0,1318,209,,4,411,645,480,0,1,163,1,217,0,0,0,2537,407,2944,1896,36,1932,8266,4637,4079,0,335,3629,22,0,108,2120,1379,24,14,422,1202,0,0,15,0,22,25,246,54,0,0,1,0,51,44,307,325,0,0,28,0,35,34,515,1460,0,0,23,0,,,,,,,,,,,,20,,,,,,,,,,,
1996,AC,1200351,,,0,0,,,,,,,,,,,0,0,325,3,,3705,23,,0,,0,,,,0,344474,904,44,0,0,860,0,3,0,2,3844,2978,,,,,,,,0,,,,252,570,1068,4158,0,0,289,0,"306,386",,"862,528","334,207",0,0,"25,373",0,283,586,746,733,0,0,73,0,,,,,0,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2006,AC,1200351,"41382,71",,128,,,,,,,,,0,,,0,,0,4,,14339,1374,2559,1190,136,478,351,,,,0,,,0,,"405,548",1420,645,4,62,653,0,1174,0,0,0,0,0,0,0,6907,104,7011,4300,104,4404,,,,,,,,,,,,"230,742",,"526,265",,0,0,"52,18",0,112,266,205,995,0,0,10,0,381,598,726,1112,0,0,26,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200351,36255,23846,0,0,12362,584,2602,0,3751,3751,24959,0,1701,24959,2299,4,0,0,0,0,10424,777,3539,9,11,0,261,8,,,65,1677,490,4,1,1141,41,1143,0,0,0,4556,184,4740,3972,68,4040,22939,2882,1767,67,1048,20057,32,0,889,18499,637,132,121,1167,13250,0,0,394,0,109,224,609,638,0,0,14,0,201,404,1024,1352,0,0,80,0,166,366,1405,14863,0,0,279,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AC,1200385,,"153163,5",140,0,,,,"2545,25","8560,5","11105,75",,,,,0,,30,203,,13712,2834,4970,4959,299,650,5,,,,,,,,5,,3545,2221,1,0,1323,0,2927,213,22,7,419,4,2,13,0,4,11657,442,12099,8654,415,9069,,,,,,,,,,,,"2684,47","519,15",,"933,77",0,0,"22,34",0,2404,716,2056,235,0,0,3,0,1772,855,1500,242,0,0,10,0,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200385,,,1121,540,2472,,,"2043,5",28257,"30300,5",,"784,5",,,0,44,"35,976",55,,57130,97,,,,,,,,0,3505821,1203,1147,4,3,49,0,16,1,0,3790,3123,,,,,,,,0,,,,1472,651,1938,1154,0,2,16,0,,,,"416,44",0,"1,3","10,5",0,734,639,666,306,0,2,10,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200385,"137810,33",,470,96,14857,,,,,,"52614,75",54,"52668,75",,17,,13,18,,157319,39178,50814,51621,460,2499,1168,,,,,,,0,,"4168,93",1362,1165,6,3,199,0,1335,0,0,0,0,61,0,0,4155,452,4607,3286,433,3719,,,,,,,,,,,,"306,331",,,,0,0,"198,903",0,254,164,723,123,0,0,13,0,190,148,287,148,0,0,23,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200385,165281,164066,0,0,432,839,3739,0,110516,110516,43071,87,857,43158,6173,69,1,1,3,7,171713,1319,54466,2792,1452,341,7525,1962,,110,3751,1346,1315,4,0,16,11,856,241,6,55,3766,962,4728,3546,934,4480,63720,52822,49443,239,3140,10898,739,0,429,7152,2577,5,9,4487,3560,0,0,138,0,4,17,1169,195,0,0,6,0,6,21,214,401,1,0,13,0,7,23,2926,3896,0,0,42,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200393,,,0,0,,,,,1207,,,29,,,0,0,0,0,0,3184,20,,0,,0,,0,0,0,427840,618,38,0,0,580,0,0,0,0,2268,1817,,,,,,,0,0,,,,196,396,454,3913,0,0,208,0,"137,173",,"366,295","276,302",0,0,"6,366",0,146,394,355,397,0,0,16,0,,,,,0,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
2006,AC,1200393,"17934,17",,0,,,"216,5","5974,75",,"2274,5",,,0,,,0,,2,4,,5034,622,917,861,10,117,211,,0,0,0,,0,0,0,"741,91",774,52,2,20,489,0,763,0,0,0,0,0,0,0,2916,42,2958,2286,42,2328,,,,,,,,0,,,,"600,769",,"608,618",,0,0,"1,6",0,223,178,240,977,0,0,2,0,155,171,235,462,0,0,3,0,,,,,0,0,,0,,,,,,,,,0,0,0,,,,
2017,AC,1200393,37392,6612,0,0,30635,235,1491,0,4809,4809,26346,0,1465,26346,2073,2,0,0,0,0,7151,359,2426,61,1,0,140,0,,,0,1116,304,0,6,713,93,892,0,0,0,2489,22,2511,2371,11,2382,18226,2562,2108,34,420,15665,0,0,0,14973,222,53,95,351,10446,0,0,166,0,45,176,186,521,0,0,7,0,60,241,447,951,0,0,11,0,72,340,425,13838,0,0,154,0,,,,,,,,,,0,,,,,,,,,,,,,
1985,AC,1200401,,,1836,9049,,,,,,,,"781,75",,,8,,86,241,,100648,20849,41972,33137,1721,2969,97,,,,,,,,9,"10620,57",5678,3879,8,11,1780,0,5653,12,7,0,6,131,6,49,7,124,21443,1730,23173,13727,1599,15326,,,,,,,,,,,,,,,"11533,81",0,0,"255,3",0,4440,2604,5102,1994,0,0,9,0,2699,2347,3162,1828,0,0,19,0,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200401,,"313487,5",88,,,,,,,,,,,,28,36,"11,659",87,,157001,806,,,,,,,,"44,534",5340834,2821,2467,4,15,335,0,120,1,65,9977,8275,,,,,,,,0,,,,1729,415,3859,8744,7,0,245,0,,,"2832,57",,7,0,"7,947",0,1169,1008,1632,1407,4,0,125,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200401,"432971,62",,,383,,,,,,,,,276522,,39,,5,6,,231788,43299,100145,52436,1783,4276,1971,,,,,,,0,,"2462,24",3076,2679,10,5,380,0,3028,0,0,0,0,127,0,0,8029,1059,9088,6778,1036,7814,,,,,,,,,,,,"1780,47",,,,0,0,"179,486",0,726,786,3158,2470,0,0,44,0,413,425,846,939,1,0,71,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200401,512655,498587,3495,770,7821,2851,5573,0,190462,190462,304772,206,681,304978,8110,193,0,0,0,0,290253,3743,119066,2757,1668,1130,21241,2855,,189,3737,4106,4007,15,12,68,4,2340,299,13,62,10442,3562,14004,9697,3450,13147,188905,146752,132719,1208,12820,42153,12944,0,2551,19623,5578,105,39,8608,12323,0,0,241,0,103,78,2611,624,0,0,10,0,146,161,1415,1905,1,0,45,0,126,90,6638,10951,0,0,284,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200427,,,10,,,,,,,,,,,,0,1,537,14,,9382,237,,,,0,,0,0,0,184556,1471,653,2,14,802,0,6,0,2,6864,4070,,,,,,,,0,,,,1052,175,272,21502,0,0,29,0,,,"332,461",,1,0,"1,889",0,596,245,405,1358,1,0,23,0,,,,,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2006,AC,1200427,"27455,63",,,,,,,,,,,,,,1,0,0,0,0,12138,1736,4932,1221,24,265,463,,0,,0,,,0,0,"46,6",1146,559,13,41,254,0,1133,0,0,0,0,0,0,0,3368,37,3405,2981,37,3018,,,,,,,,,,,,"413,663",,"66,08",,0,0,"13,4",0,371,140,111,504,0,0,18,0,264,90,95,313,0,0,15,0,,,,,0,0,,0,,,,,,,,,0,,,,,,
2017,AC,1200427,46309,40562,0,0,5578,375,2952,0,14877,14877,23981,0,0,23981,2366,20,0,0,0,0,15708,1128,8108,56,17,2,1299,20,,9,78,1292,1013,0,3,237,39,886,0,0,0,4069,796,4865,3656,684,4340,28099,9046,6379,166,2499,19053,64,0,189,18506,294,207,9,170,16908,0,0,271,0,147,20,116,846,0,0,11,0,151,81,307,1162,0,0,22,0,187,37,172,17595,0,0,265,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200435,"12194,5",1563,0,0,"10631,5","63,25",93,"513,5","962,5",1476,"9778,75",0,"9778,75","783,5",0,0,117,1,,1533,2,,0,,0,,,0,0,58020,61,3,0,0,58,0,0,0,0,261,232,,,,,,,,0,,,,60,13,57,159,0,1,6,0,"60,395",,"39,92","23,92",0,472,168,0,53,36,52,57,0,9,8,0,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2006,AC,1200435,"25495,61",,0,0,,,,0,,,,0,,,1,0,0,1,0,3551,546,917,719,3,47,32,,0,,0,,0,0,,"54,856",156,7,0,0,149,0,151,0,0,0,0,0,0,0,882,194,1076,679,194,873,,,,,,,,0,,,,"148,13",,"178,481",,0,,"103,68",0,103,96,148,144,0,2,16,0,65,40,90,82,0,4,27,0,,,,,0,,,0,,,,0,,,,,0,0,,,,,
2017,AC,1200435,28049,27321,0,0,728,402,645,0,5353,5353,17511,0,0,17511,246,1,0,0,0,0,7034,149,1568,0,0,0,404,12,,,52,632,311,0,0,321,0,503,0,0,0,2770,184,2954,2322,184,2506,4562,1249,933,92,201,3313,0,0,116,2626,567,26,14,367,2050,0,10,7,0,27,31,179,100,0,8,0,0,58,76,458,525,0,42,43,0,27,19,343,2069,0,10,7,0,,,,,,,,,0,,0,,,,,,,,,,,,
1985,AC,1200450,,,0,1722,,,,"3806,5",,,,275,,,16,,46,489,,23427,4388,10131,7582,611,715,28,,,,,,,0,2,,2264,1061,0,19,1184,0,2247,10,0,1,8,59,3,8,16,43,9899,364,10263,5750,358,6108,,,,,,,,,,,,,"649,099","2576,77",,0,0,"39,7",0,2930,1146,2838,594,0,0,14,0,1563,962,1564,509,0,0,21,0,,,,,,,,,,,,,,,,,,,,,
